"lon","lat","sif"
-47.75,64.75,-0.228583380579948
-47.25,64.75,-0.333381026983261
-45.75,64.75,-0.285501778125763
-45.25,64.75,-0.235289320349693
-44.75,64.75,-0.0767814517021179
-44.25,64.75,0.197367668151855
-43.75,64.75,-0.22798578441143
-43.25,64.75,-0.416309624910355
-42.75,64.75,0.310617297887802
-41.75,64.75,0.0407168418169022
-23.25,64.75,-0.0511865578591824
-22.75,64.75,-0.0468527302145958
-22.25,64.75,0.174940571188927
-21.75,64.75,0.240821674466133
-20.75,64.75,0.149521708488464
-17.75,64.75,0.0290672890841961
-16.25,64.75,0.0760767161846161
47.25,64.75,0.318948835134506
47.75,64.75,0.433866679668427
49.25,64.75,0.409186601638794
51.25,64.75,0.384183138608932
51.75,64.75,0.416003197431564
52.75,64.75,0.428033053874969
54.25,64.75,0.349696040153503
-51.75,64.25,0.0417472906410694
-50.25,64.25,0.0225217938423157
-49.25,64.25,-0.194534614682198
-48.25,64.25,-0.0252590049058199
-46.75,64.25,-0.0321777388453484
-46.25,64.25,-0.108126163482666
-45.75,64.25,-0.16156592965126
-44.25,64.25,-0.286845088005066
-42.25,64.25,0.274964332580566
-21.25,64.25,0.242898970842361
-20.25,64.25,0.270630747079849
-17.75,64.25,-0.0808608084917068
-17.25,64.25,-0.0708857774734497
-16.75,64.25,-0.103897124528885
-16.25,64.25,-0.0239364746958017
10.25,64.25,0.118911683559418
45.75,64.25,0.364767104387283
46.75,64.25,0.387308835983276
47.25,64.25,0.373035401105881
47.75,64.25,0.360815674066544
48.75,64.25,0.29532265663147
49.25,64.25,0.32815232872963
52.25,64.25,0.558639645576477
53.25,64.25,0.428548544645309
53.75,64.25,0.315219223499298
-51.25,63.75,0.0911834985017776
-49.75,63.75,-0.0846269130706787
-49.25,63.75,-0.258681535720825
-47.75,63.75,-0.169767469167709
-47.25,63.75,-0.341853529214859
-46.75,63.75,-0.174896284937859
-45.25,63.75,0.00604815734550357
-44.75,63.75,-0.247275948524475
-42.75,63.75,-0.0852676555514336
-20.75,63.75,0.166133388876915
-20.25,63.75,0.177612319588661
-19.75,63.75,0.129548147320747
9.25,63.75,0.16591602563858
44.25,63.75,0.350795090198517
45.25,63.75,0.48007071018219
45.75,63.75,0.436786115169525
46.25,63.75,0.42281174659729
46.75,63.75,0.384548276662827
47.25,63.75,0.472654491662979
47.75,63.75,0.468997269868851
53.75,63.75,0.356923222541809
-50.75,63.25,-0.0568410903215408
-49.75,63.25,-0.160372197628021
-48.25,63.25,0.026920985430479
-47.75,63.25,-0.283770978450775
-47.25,63.25,0.0184991825371981
-46.25,63.25,-0.0677466988563538
-45.75,63.25,-0.14273165166378
-42.75,63.25,0.0889023020863533
8.25,63.25,0.0918158143758774
17.25,63.25,0.482885897159576
42.75,63.25,0.540952622890472
43.75,63.25,0.412066161632538
44.25,63.25,0.330958843231201
44.75,63.25,0.373406797647476
45.25,63.25,0.429402649402618
45.75,63.25,0.359474092721939
46.25,63.25,0.385411828756332
46.75,63.25,0.410881280899048
47.25,63.25,0.351085305213928
47.75,63.25,0.423004508018494
48.75,63.25,0.463151276111603
49.25,63.25,0.519072592258453
54.75,63.25,0.471475929021835
-49.75,62.75,0.0239321663975716
-48.75,62.75,-0.192711159586906
-48.25,62.75,-0.126652896404266
-47.25,62.75,0.0159622225910425
-46.75,62.75,-0.0389635376632214
7.25,62.75,0.0376995429396629
21.25,62.75,0.175145894289017
44.25,62.75,0.489328533411026
45.25,62.75,0.400821626186371
45.75,62.75,0.313780575990677
46.75,62.75,0.274240225553513
47.25,62.75,0.259242653846741
47.75,62.75,0.365057528018951
48.25,62.75,0.371905446052551
48.75,62.75,0.518808007240295
49.75,62.75,0.420846968889236
50.25,62.75,0.470209240913391
54.75,62.75,0.411527246236801
58.25,62.75,0.367602437734604
61.25,62.75,0.343680411577225
67.25,62.75,0.411745339632034
91.25,62.75,0.376515358686447
-49.75,62.25,-0.0467909947037697
-48.25,62.25,-0.185202017426491
-47.25,62.25,-0.196473583579063
-45.25,62.25,-0.282773315906525
5.75,62.25,0.243448048830032
16.25,62.25,0.404847085475922
41.75,62.25,0.541309475898743
45.25,62.25,0.570313394069672
46.75,62.25,0.304945260286331
47.25,62.25,0.388820827007294
47.75,62.25,0.335378915071487
48.25,62.25,0.438026338815689
48.75,62.25,0.477908730506897
49.25,62.25,0.353159040212631
49.75,62.25,0.533532857894897
54.75,62.25,0.28421476483345
60.75,62.25,0.398018419742584
91.25,62.25,0.366963922977448
92.25,62.25,0.481744766235352
92.75,62.25,0.453683882951736
-46.75,61.75,-0.389165937900543
-44.25,61.75,-0.0629926323890686
-43.75,61.75,-0.113679766654968
5.25,61.75,0.0377604700624943
16.25,61.75,0.409101098775864
44.75,61.75,0.538269340991974
46.75,61.75,0.442569881677628
47.25,61.75,0.478903144598007
47.75,61.75,0.40438574552536
48.25,61.75,0.469771713018417
49.75,61.75,0.555742502212524
54.25,61.75,0.456083655357361
91.75,61.75,0.341637462377548
92.25,61.75,0.235545232892036
92.75,61.75,0.278075069189072
93.25,61.75,0.446946799755096
93.75,61.75,0.333537220954895
94.25,61.75,0.446164518594742
97.25,61.75,0.40782842040062
117.75,61.75,0.569953918457031
118.75,61.75,0.384051889181137
-48.75,61.25,-0.0137840323150158
-47.75,61.25,-0.0407426916062832
-47.25,61.25,-0.188806995749474
-45.75,61.25,0.00163309148047119
16.25,61.25,0.421350657939911
33.25,61.25,0.285678684711456
34.75,61.25,0.520844638347626
44.75,61.25,0.617521822452545
45.75,61.25,0.617511391639709
46.25,61.25,0.543895900249481
46.75,61.25,0.585290133953094
49.25,61.25,0.547561228275299
55.25,61.25,0.427088260650635
55.75,61.25,0.452547997236252
83.75,61.25,0.288859248161316
90.75,61.25,0.478217571973801
92.75,61.25,0.363344639539719
93.75,61.25,0.445164203643799
94.25,61.25,0.320811212062836
94.75,61.25,0.329252302646637
95.25,61.25,0.452446401119232
95.75,61.25,0.359883546829224
96.75,61.25,0.397478759288788
113.25,61.25,0.472227901220322
116.25,61.25,0.376747876405716
117.75,61.25,0.503063857555389
-139.25,60.75,0.0338126085698605
-44.75,60.75,-0.146422371268272
34.25,60.75,0.433946907520294
35.75,60.75,0.543966054916382
41.25,60.75,0.668828308582306
45.75,60.75,0.514419078826904
46.25,60.75,0.582062840461731
46.75,60.75,0.630674421787262
47.25,60.75,0.703000664710999
48.75,60.75,0.580660164356232
50.75,60.75,0.426039844751358
92.25,60.75,0.427797734737396
95.25,60.75,0.354522049427032
95.75,60.75,0.41667228937149
96.25,60.75,0.331148982048035
96.75,60.75,0.262240588665009
97.25,60.75,0.473968118429184
98.25,60.75,0.408038914203644
111.75,60.75,0.340186148881912
112.25,60.75,0.357573658227921
113.25,60.75,0.51075154542923
113.75,60.75,0.483177572488785
114.25,60.75,0.475629985332489
114.75,60.75,0.464454472064972
115.25,60.75,0.498035103082657
115.75,60.75,0.341649532318115
116.25,60.75,0.361920028924942
116.75,60.75,0.51187664270401
117.75,60.75,0.453532725572586
118.75,60.75,0.322698295116425
119.75,60.75,0.407620489597321
120.25,60.75,0.417059540748596
121.25,60.75,0.510899424552917
121.75,60.75,0.433991223573685
122.25,60.75,0.314317494630814
123.25,60.75,0.55301433801651
124.75,60.75,0.414707899093628
-153.75,60.25,0.217805400490761
-153.25,60.25,0.335059493780136
-128.75,60.25,0.268072605133057
-125.75,60.25,0.260831594467163
-124.25,60.25,0.304396867752075
-122.75,60.25,0.391206622123718
5.75,60.25,0.354243487119675
12.75,60.25,0.287395119667053
13.25,60.25,0.342659026384354
23.75,60.25,0.408335566520691
25.25,60.25,0.196653500199318
33.75,60.25,0.479870289564133
35.25,60.25,0.459694713354111
41.25,60.25,0.526479959487915
41.75,60.25,0.411960422992706
42.75,60.25,0.614548742771149
44.25,60.25,0.557177543640137
45.75,60.25,0.571443796157837
46.25,60.25,0.600523948669434
47.25,60.25,0.656057357788086
48.75,60.25,0.635744750499725
50.25,60.25,0.576195359230042
76.75,60.25,0.410835593938828
87.75,60.25,0.379929572343826
95.75,60.25,0.4548200070858
96.25,60.25,0.437932074069977
96.75,60.25,0.359581351280212
97.75,60.25,0.342618107795715
99.25,60.25,0.42275196313858
100.75,60.25,0.437784254550934
101.25,60.25,0.290957689285278
108.25,60.25,0.452857673168182
110.75,60.25,0.425533920526505
111.25,60.25,0.387072145938873
112.75,60.25,0.469459980726242
113.25,60.25,0.451127111911774
114.25,60.25,0.430642157793045
114.75,60.25,0.446487605571747
115.75,60.25,0.470400035381317
116.25,60.25,0.420204371213913
116.75,60.25,0.39617595076561
118.75,60.25,0.37082239985466
119.25,60.25,0.418648213148117
120.25,60.25,0.460640609264374
120.75,60.25,0.516826391220093
121.25,60.25,0.448967039585114
121.75,60.25,0.454915791749954
122.75,60.25,0.426954239606857
123.25,60.25,0.467068433761597
124.75,60.25,0.424636989831924
126.25,60.25,0.313402533531189
-129.25,59.75,0.303956210613251
-127.75,59.75,0.303579688072205
-126.25,59.75,0.272273808717728
-124.75,59.75,0.362427145242691
-123.25,59.75,0.329610735177994
11.25,59.75,0.501234710216522
12.75,59.75,0.318849593400955
13.25,59.75,0.375676572322845
14.25,59.75,0.230350330471992
14.75,59.75,0.246016636490822
15.75,59.75,0.430744379758835
18.25,59.75,0.365263551473618
41.25,59.75,0.638794004917145
42.75,59.75,0.624663949012756
43.25,59.75,0.603685915470123
43.75,59.75,0.632051885128021
44.25,59.75,0.593021094799042
44.75,59.75,0.613515317440033
45.25,59.75,0.731131672859192
45.75,59.75,0.630415022373199
46.75,59.75,0.618640601634979
48.25,59.75,0.650498032569885
49.75,59.75,0.53204220533371
94.25,59.75,0.356603622436523
94.75,59.75,0.441012054681778
95.25,59.75,0.318324416875839
96.25,59.75,0.382156401872635
96.75,59.75,0.278588831424713
97.75,59.75,0.359177589416504
98.75,59.75,0.317860424518585
99.25,59.75,0.451895028352737
100.25,59.75,0.390613347291946
101.25,59.75,0.352650076150894
102.25,59.75,0.402143448591232
103.25,59.75,0.421792715787888
103.75,59.75,0.430107831954956
104.75,59.75,0.459347188472748
105.75,59.75,0.412987232208252
107.75,59.75,0.497101217508316
109.25,59.75,0.283285856246948
110.75,59.75,0.410649180412292
111.25,59.75,0.44556537270546
112.75,59.75,0.431622058153152
114.25,59.75,0.313530683517456
114.75,59.75,0.376528292894363
118.75,59.75,0.476318746805191
119.75,59.75,0.400469392538071
120.25,59.75,0.48978516459465
120.75,59.75,0.334568023681641
121.25,59.75,0.309841156005859
122.25,59.75,0.425086081027985
123.25,59.75,0.440197378396988
134.75,59.75,0.431678712368011
-127.75,59.25,0.239569962024689
-124.75,59.25,0.460711777210236
-123.25,59.25,0.371050298213959
6.25,59.25,0.234873190522194
10.75,59.25,0.359240114688873
11.25,59.25,0.353190004825592
11.75,59.25,0.384117931127548
12.25,59.25,0.324067920446396
12.75,59.25,0.393427729606628
13.75,59.25,0.179955586791039
14.25,59.25,0.263301700353622
17.75,59.25,0.518262267112732
23.75,59.25,0.295011848211288
24.25,59.25,0.357276886701584
41.25,59.25,0.667979717254639
42.25,59.25,0.673026919364929
42.75,59.25,0.577791571617126
43.25,59.25,0.763160705566406
43.75,59.25,0.680864453315735
44.25,59.25,0.641688227653503
45.25,59.25,0.739905536174774
45.75,59.25,0.583759367465973
46.75,59.25,0.613465368747711
48.25,59.25,0.516730308532715
49.25,59.25,0.630729615688324
49.75,59.25,0.650810658931732
94.25,59.25,0.325842559337616
95.25,59.25,0.338578134775162
95.75,59.25,0.449728459119797
96.25,59.25,0.362277776002884
97.25,59.25,0.284145385026932
98.75,59.25,0.38616681098938
100.25,59.25,0.413485884666443
100.75,59.25,0.382380187511444
101.75,59.25,0.377139061689377
103.25,59.25,0.390851974487305
104.25,59.25,0.455542027950287
104.75,59.25,0.437652885913849
105.25,59.25,0.350379675626755
106.25,59.25,0.345206499099731
107.75,59.25,0.470776945352554
109.25,59.25,0.437983483076096
109.75,59.25,0.449284493923187
110.25,59.25,0.342965245246887
110.75,59.25,0.431564658880234
111.25,59.25,0.390215247869492
112.25,59.25,0.438992589712143
112.75,59.25,0.462539702653885
119.25,59.25,0.427111625671387
119.75,59.25,0.404022663831711
121.25,59.25,0.42269104719162
121.75,59.25,0.448144644498825
122.75,59.25,0.412679702043533
123.25,59.25,0.482393562793732
134.75,59.25,0.359979748725891
143.75,59.25,0.0189487282186747
-123.75,58.75,0.364250361919403
-123.25,58.75,0.365852177143097
-122.25,58.75,0.514873683452606
5.75,58.75,0.0281913951039314
11.25,58.75,0.243074312806129
12.25,58.75,0.419857263565063
12.75,58.75,0.289487510919571
13.25,58.75,0.296213835477829
13.75,58.75,0.212258160114288
14.25,58.75,0.231753453612328
15.25,58.75,0.404668718576431
15.75,58.75,0.406943738460541
32.75,58.75,0.615562677383423
42.25,58.75,0.735759496688843
43.75,58.75,0.69334077835083
44.75,58.75,0.734051287174225
45.25,58.75,0.69935017824173
46.25,58.75,0.700317680835724
47.75,58.75,0.716128468513489
60.75,58.75,0.459920048713684
94.25,58.75,0.533727824687958
95.75,58.75,0.376992374658585
96.25,58.75,0.420591205358505
97.25,58.75,0.600734770298004
98.75,58.75,0.491829812526703
99.75,58.75,0.423352748155594
101.25,58.75,0.443256437778473
102.75,58.75,0.366540968418121
104.25,58.75,0.465687990188599
108.75,58.75,0.470313876867294
109.25,58.75,0.430715143680573
109.75,58.75,0.450689077377319
110.25,58.75,0.472726285457611
111.25,58.75,0.431174635887146
111.75,58.75,0.448711037635803
112.75,58.75,0.347086906433105
119.25,58.75,0.308651208877563
119.75,58.75,0.470050185918808
120.75,58.75,0.35846409201622
121.25,58.75,0.36720797419548
122.25,58.75,0.480313271284103
122.75,58.75,0.408280313014984
-136.25,58.25,0.220693096518517
-123.25,58.25,0.345177322626114
-122.75,58.25,0.415747106075287
-119.75,58.25,0.542534589767456
-119.25,58.25,0.46518674492836
-118.25,58.25,0.531125783920288
6.75,58.25,0.172187507152557
7.75,58.25,0.336438298225403
12.25,58.25,0.404766798019409
12.75,58.25,0.48807018995285
13.25,58.25,0.701379835605621
13.75,58.25,0.587658882141113
15.75,58.25,0.357199519872665
29.25,58.25,0.754130363464355
43.25,58.25,0.622678756713867
44.75,58.25,0.656605243682861
45.25,58.25,0.73232626914978
46.25,58.25,0.635568499565125
77.25,58.25,0.443496495485306
78.75,58.25,0.495484560728073
95.25,58.25,0.430341720581055
95.75,58.25,0.36282205581665
96.75,58.25,0.524891078472137
99.75,58.25,0.459650665521622
100.25,58.25,0.465977281332016
100.75,58.25,0.313567161560059
101.25,58.25,0.493213087320328
102.25,58.25,0.478127926588058
103.75,58.25,0.537747621536255
104.75,58.25,0.205942243337631
105.25,58.25,0.322254538536072
108.25,58.25,0.403195947408676
109.25,58.25,0.31233274936676
109.75,58.25,0.470002084970474
111.25,58.25,0.392025053501129
-153.25,57.75,0.357048630714417
-123.25,57.75,0.458050012588501
-122.75,57.75,0.279815346002579
-121.75,57.75,0.423341006040573
-120.25,57.75,0.399510771036148
-119.25,57.75,0.420499473810196
-118.75,57.75,0.491220921278
-117.25,57.75,0.661522388458252
-115.75,57.75,0.579695284366608
-5.75,57.75,0.161396741867065
11.75,57.75,0.0624400041997433
12.25,57.75,0.395556718111038
13.75,57.75,0.577960133552551
15.25,57.75,0.413473516702652
33.25,57.75,0.787968099117279
43.25,57.75,0.768816828727722
44.25,57.75,0.731677234172821
44.75,57.75,0.57520204782486
47.25,57.75,0.813612580299377
73.75,57.75,0.569059908390045
74.25,57.75,0.610013961791992
86.75,57.75,0.627770125865936
87.75,57.75,0.699491620063782
88.25,57.75,0.728627443313599
89.75,57.75,0.667150914669037
90.25,57.75,0.58407586812973
91.25,57.75,0.645971596240997
95.25,57.75,0.534905850887299
95.75,57.75,0.430902361869812
96.75,57.75,0.526650249958038
99.25,57.75,0.477973252534866
99.75,57.75,0.615586042404175
100.75,57.75,0.46225580573082
103.75,57.75,0.385711669921875
104.25,57.75,0.339622467756271
105.25,57.75,0.499616801738739
106.25,57.75,0.420440465211868
106.75,57.75,0.4049212038517
107.75,57.75,0.436322152614594
108.25,57.75,0.427038460969925
109.25,57.75,0.329627335071564
109.75,57.75,0.511242866516113
111.25,57.75,0.349494755268097
-158.25,57.25,0.0295915752649307
-153.75,57.25,0.418673485517502
-124.75,57.25,0.159627556800842
-121.75,57.25,0.22534304857254
-119.25,57.25,0.509422302246094
-118.75,57.25,0.422721654176712
-117.75,57.25,0.567809045314789
-116.25,57.25,0.558306217193604
-115.75,57.25,0.409923583269119
-115.25,57.25,0.492313325405121
-114.75,57.25,0.395648092031479
-113.25,57.25,0.251041620969772
-112.25,57.25,0.452751755714417
-5.75,57.25,0.0914793983101845
-5.25,57.25,0.314818620681763
-4.75,57.25,0.422895669937134
9.75,57.25,0.248681917786598
10.25,57.25,0.383690923452377
12.25,57.25,0.0572542026638985
13.25,57.25,0.320608288049698
13.75,57.25,0.390560746192932
14.25,57.25,0.538349390029907
15.25,57.25,0.398777842521667
15.75,57.25,0.237894937396049
16.25,57.25,0.367730587720871
21.75,57.25,0.342302620410919
44.25,57.25,0.656462907791138
45.75,57.25,0.558017075061798
85.25,57.25,0.633455872535706
86.75,57.25,0.62155294418335
87.25,57.25,0.512832522392273
87.75,57.25,0.539637446403503
88.25,57.25,0.604531764984131
89.25,57.25,0.626583576202393
91.25,57.25,0.59984564781189
92.25,57.25,0.480705291032791
96.25,57.25,0.540298640727997
97.75,57.25,0.669113755226135
99.25,57.25,0.578056454658508
99.75,57.25,0.466557711362839
100.25,57.25,0.411090135574341
100.75,57.25,0.29697322845459
101.75,57.25,0.366622298955917
103.25,57.25,0.423324197530746
103.75,57.25,0.423433601856232
104.75,57.25,0.399572879076004
106.25,57.25,0.429864555597305
107.25,57.25,0.359081715345383
108.75,57.25,0.34120175242424
156.75,57.25,0.386506289243698
-122.25,56.75,0.348319262266159
-119.25,56.75,0.433674365282059
-118.25,56.75,0.543976664543152
-115.75,56.75,0.521261036396027
-115.25,56.75,0.513958036899567
-114.75,56.75,0.483105272054672
-113.75,56.75,0.425026297569275
-112.75,56.75,0.394830852746964
-112.25,56.75,0.379560083150864
-111.75,56.75,0.441578149795532
-111.25,56.75,0.405373841524124
-110.75,56.75,0.298141717910767
-5.25,56.75,0.294161111116409
8.75,56.75,0.459656953811646
12.75,56.75,0.141571894288063
13.25,56.75,0.492367953062057
14.25,56.75,0.449939668178558
15.25,56.75,0.449826270341873
15.75,56.75,0.332841753959656
16.25,56.75,0.414650917053223
21.25,56.75,0.205768555402756
21.75,56.75,0.383107304573059
32.25,56.75,0.611340939998627
32.75,56.75,0.490143239498138
33.75,56.75,0.588645100593567
34.25,56.75,0.63264524936676
88.75,56.75,0.542052924633026
89.25,56.75,0.621295571327209
98.75,56.75,0.568491995334625
99.25,56.75,0.455121755599976
100.25,56.75,0.521630704402924
101.25,56.75,0.60428112745285
102.75,56.75,0.429026871919632
103.25,56.75,0.453896820545197
103.75,56.75,0.502979159355164
104.25,56.75,0.440459132194519
105.75,56.75,0.456176429986954
106.75,56.75,0.44618883728981
107.25,56.75,0.420329183340073
-122.75,56.25,0.38571834564209
-122.25,56.25,0.357350915670395
-116.25,56.25,0.515248715877533
-115.75,56.25,0.530518352985382
-115.25,56.25,0.425395846366882
-114.75,56.25,0.297086834907532
-114.25,56.25,0.443026691675186
-113.75,56.25,0.413826912641525
-5.25,56.25,0.532008767127991
8.25,56.25,0.343855857849121
8.75,56.25,0.619914352893829
9.25,56.25,0.580229222774506
9.75,56.25,0.786971390247345
10.25,56.25,0.461878776550293
